EX,Tarifna oznaka,Naziv,Dopunska jedinica,Carinska stopa (%),EU,CEFTA,IRN,TUR,"CHE, LIE",ISL,NOR
,2302 30 10 00,"Mekinje i ostali ostaci dobiveni prosijavanjem, mljevenjem ili drugom obradom žitarica ili mahunarki, nepeletizovani ili peletizovani >>> od pšenice >>> sa masenim udjelom skroba ne većim od 28% i kod kojih količina koja prolazi kroz sito sa veličinom oka 0,2 mm, nije veća od 10% masenog udjela, ili alternativno, dio koji prolazi kroz sito, sadrži pepela 1,5% ili više masenog udjela, u suhom proizvodu",–,5,0,0,5,0,5,5,5
,2302 30 90 00,"Mekinje i ostali ostaci dobiveni prosijavanjem, mljevenjem ili drugom obradom žitarica ili mahunarki, nepeletizovani ili peletizovani >>> od pšenice >>> ostalo",–,5,0,0,5,0,5,5,5
,2302 40,"Mekinje i ostali ostaci dobiveni prosijavanjem, mljevenjem ili drugom obradom žitarica ili mahunarki, nepeletizovani ili peletizovani >>> od ostalih žitarica",,,,,,,,,
,,"Mekinje i ostali ostaci dobiveni prosijavanjem, mljevenjem ili drugom obradom žitarica ili mahunarki, nepeletizovani ili peletizovani >>> od ostalih žitarica >>> od riže",,,,,,,,,
,2302 40 02 00,"Mekinje i ostali ostaci dobiveni prosijavanjem, mljevenjem ili drugom obradom žitarica ili mahunarki, nepeletizovani ili peletizovani >>> od ostalih žitarica >>> od riže >>> sa učešćem skroba po masi ne većim od 35%",–,0,0,0,0,0,0,0,0
,2302 40 08 00,"Mekinje i ostali ostaci dobiveni prosijavanjem, mljevenjem ili drugom obradom žitarica ili mahunarki, nepeletizovani ili peletizovani >>> od ostalih žitarica >>> od riže >>> ostalo",–,0,0,0,0,0,0,0,0
,,"Mekinje i ostali ostaci dobiveni prosijavanjem, mljevenjem ili drugom obradom žitarica ili mahunarki, nepeletizovani ili peletizovani >>> od ostalih žitarica >>> ostalo",,,,,,,,,
,2302 40 10 00,"Mekinje i ostali ostaci dobiveni prosijavanjem, mljevenjem ili drugom obradom žitarica ili mahunarki, nepeletizovani ili peletizovani >>> od ostalih žitarica >>> ostalo >>> sa masenim udjelom skroba ne većim od 28% i kod kojih količina koja prolazi kroz sito sa veličinom oka 0,2mm, nije veća od 10% masenog udjela, ili alternativno, dio koji prolazi kroz sito, sadrži pepela 1,5% ili više masenog udjela, u suhom proizvodu",–,0,0,0,0,0,0,0,0
,2302 40 90 00,"Mekinje i ostali ostaci dobiveni prosijavanjem, mljevenjem ili drugom obradom žitarica ili mahunarki, nepeletizovani ili peletizovani >>> od ostalih žitarica >>> ostalo >>> ostalo",–,0,0,0,0,0,0,0,0
,2302 50 00 00,"Mekinje i ostali ostaci dobiveni prosijavanjem, mljevenjem ili drugom obradom žitarica ili mahunarki, nepeletizovani ili peletizovani >>> od mahunarki",–,5,0,0,5,0,5,5,5
,2303,"Ostaci od proizvodnje skroba i slični ostaci, rezanci šećerne repe, otpaci šećerne trske i ostali otpaci industrije šećera, ostaci i otpaci iz pivovara i destilerija, nepeletizovani ili peletizovani",,,,,,,,,
,2303 10,"Ostaci od proizvodnje skroba i slični ostaci, rezanci šećerne repe, otpaci šećerne trske i ostali otpaci industrije šećera, ostaci i otpaci iz pivovara i destilerija, nepeletizovani ili peletizovani >>> ostaci od proizvodnje skroba i slični ostaci",,,,,,,,,
,,"Ostaci od proizvodnje skroba i slični ostaci, rezanci šećerne repe, otpaci šećerne trske i ostali otpaci industrije šećera, ostaci i otpaci iz pivovara i destilerija, nepeletizovani ili peletizovani >>> ostaci od proizvodnje skroba i slični ostaci >>> ostaci od proizvodnje skroba od kukuruza",,,,,,,,,
,2303 10 11 00,"Ostaci od proizvodnje skroba i slični ostaci, rezanci šećerne repe, otpaci šećerne trske i ostali otpaci industrije šećera, ostaci i otpaci iz pivovara i destilerija, nepeletizovani ili peletizovani >>> ostaci od proizvodnje skroba i slični ostaci >>> ostaci od proizvodnje skroba od kukuruza >>> većim od 40%",–,5,0,0,5,0,5,5,5
,2303 10 19 00,"Ostaci od proizvodnje skroba i slični ostaci, rezanci šećerne repe, otpaci šećerne trske i ostali otpaci industrije šećera, ostaci i otpaci iz pivovara i destilerija, nepeletizovani ili peletizovani >>> ostaci od proizvodnje skroba i slični ostaci >>> ostaci od proizvodnje skroba od kukuruza >>> 40% ili manjim",–,5,0,0,5,0,5,5,5
,2303 10 90 00,"Ostaci od proizvodnje skroba i slični ostaci, rezanci šećerne repe, otpaci šećerne trske i ostali otpaci industrije šećera, ostaci i otpaci iz pivovara i destilerija, nepeletizovani ili peletizovani >>> ostaci od proizvodnje skroba i slični ostaci >>> ostali",–,5,0,0,5,0,5,5,5
,2303 20,"Ostaci od proizvodnje skroba i slični ostaci, rezanci šećerne repe, otpaci šećerne trske i ostali otpaci industrije šećera, ostaci i otpaci iz pivovara i destilerija, nepeletizovani ili peletizovani >>> rezanci šećerne repe, otpaci šećerne trske i ostali otpaci od proizvodnje šećera",,,,,,,,,
,2303 20 10 00,"Ostaci od proizvodnje skroba i slični ostaci, rezanci šećerne repe, otpaci šećerne trske i ostali otpaci industrije šećera, ostaci i otpaci iz pivovara i destilerija, nepeletizovani ili peletizovani >>> rezanci šećerne repe, otpaci šećerne trske i ostali otpaci od proizvodnje šećera >>> rezanci šećerne repe",–,5,0,0,5,0,5,5,5
,2303 20 90 00,"Ostaci od proizvodnje skroba i slični ostaci, rezanci šećerne repe, otpaci šećerne trske i ostali otpaci industrije šećera, ostaci i otpaci iz pivovara i destilerija, nepeletizovani ili peletizovani >>> rezanci šećerne repe, otpaci šećerne trske i ostali otpaci od proizvodnje šećera >>> ostalo",–,5,0,0,5,0,5,5,5
,2303 30 00 00,"Ostaci od proizvodnje skroba i slični ostaci, rezanci šećerne repe, otpaci šećerne trske i ostali otpaci industrije šećera, ostaci i otpaci iz pivovara i destilerija, nepeletizovani ili peletizovani >>> ostaci i otpaci iz pivara ili destilerija",–,5,0,0,5,0,5,5,5
,2304 00 00 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji ulja od soje, nemljeveni, mljeveni ili peletizovani",–,0,0,0,0,0,0,0,0
,2305 00 00 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji ulja od kikirikija, nemljeveni, mljeveni ili peletizovani",–,5,0,0,5,0,5,5,5
,2306,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani",,,,,,,,,
,2306 10 00 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> od pamukovog sjemena",–,5,0,0,5,0,5,5,5
,2306 20 00 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> od lanenog sjemena",–,5,0,0,5,0,5,5,5
,2306 30 00 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> od suncokretovog sjemena",–,0,0,0,0,0,0,0,0
,,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> od sjemena uljane repice",,,,,,,,,
,2306 41 00 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> od sjemena uljane repice >>> od sjemena uljane repice niskog sadržaja eruka kiseline",–,5,0,0,5,0,5,5,5
,2306 49 00 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> od sjemena uljane repice >>> ostalo",–,5,0,0,5,0,5,5,5
,2306 50 00 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> od kokosovog oraha ili kopre",–,5,0,0,5,0,5,5,5
,2306 60 00 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> od palminog oraha ili jezgre koštica",–,5,0,0,5,0,5,5,5
,2306 90,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> ostalo",,,,,,,,,
,2306 90 05 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> ostalo >>> od klica kukuruza",–,5,0,0,5,0,5,5,5
,,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> ostalo >>> ostalo",,,,,,,,,
,,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> ostalo >>> ostalo >>> uljane pogače i drugi ostaci dobiveni pri ekstrakciji maslinovog ulja",,,,,,,,,
,2306 90 11 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> ostalo >>> ostalo >>> uljane pogače i drugi ostaci dobiveni pri ekstrakciji maslinovog ulja >>> sa masenim udjelom maslinovog ulja 3% ili manjim",–,5,0,0,5,0,5,5,5
,2306 90 19 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> ostalo >>> ostalo >>> uljane pogače i drugi ostaci dobiveni pri ekstrakciji maslinovog ulja >>> sa masenim udjelom maslinovog ulja većim od 3%",–,5,0,0,5,0,5,5,5
,2306 90 90 00,"Uljane pogače i ostali čvrsti ostaci dobijeni pri ekstrakciji biljnih ili mikrobnih masti ili ulja, osim onih iz tarifnog broja 2304 ili 2305, nemljeveni, mljeveni ili peletizovani >>> ostalo >>> ostalo >>> ostalo",–,5,0,0,5,0,5,5,5
,2307 00,Talog od vina; vinski kamen,,,,,,,,,
,,Talog od vina; vinski kamen >>> talog od vina,,,,,,,,,
,2307 00 11 00,"Talog od vina; vinski kamen >>> talog od vina >>> sa masenim udjelom ukupnog alkohola ne većim od 7,9% i sadržajem suhe materije ne manjim od 25% masenog udjela",–,0,0,0,0,0,0,0,0
,2307 00 19 00,Talog od vina; vinski kamen >>> talog od vina >>> ostali,–,0,0,0,0,0,0,0,0
,2307 00 90 00,Talog od vina; vinski kamen >>> vinski kamen,–,0,0,0,0,0,0,0,0
,2308 00,"Biljni materijali i biljni otpaci, biljni ostaci i sporedni proizvodi, peletizovani ili nepeletizovani, koji se koriste za ishranu životinja, koji nisu spomenuti niti uključeni na drugom mjestu",,,,,,,,,
,,"Biljni materijali i biljni otpaci, biljni ostaci i sporedni proizvodi, peletizovani ili nepeletizovani, koji se koriste za ishranu životinja, koji nisu spomenuti niti uključeni na drugom mjestu >>> komina od grožđa",,,,,,,,,
,2308 00 11 00,"Biljni materijali i biljni otpaci, biljni ostaci i sporedni proizvodi, peletizovani ili nepeletizovani, koji se koriste za ishranu životinja, koji nisu spomenuti niti uključeni na drugom mjestu >>> komina od grožđa >>> sa masenim udjelom ukupnog alkohola ne većim od 4,3% i sadržajem suhe materije ne manjim od 40% masenog udjela",–,0,0,0,0,0,0,0,0
,2308 00 19 00,"Biljni materijali i biljni otpaci, biljni ostaci i sporedni proizvodi, peletizovani ili nepeletizovani, koji se koriste za ishranu životinja, koji nisu spomenuti niti uključeni na drugom mjestu >>> komina od grožđa >>> ostala",–,0,0,0,0,0,0,0,0
,2308 00 40 00,"Biljni materijali i biljni otpaci, biljni ostaci i sporedni proizvodi, peletizovani ili nepeletizovani, koji se koriste za ishranu životinja, koji nisu spomenuti niti uključeni na drugom mjestu >>> žir i divlji kesten; komina od voća, osim od grožđa",–,0,0,0,0,0,0,0,0
,2308 00 90 00,"Biljni materijali i biljni otpaci, biljni ostaci i sporedni proizvodi, peletizovani ili nepeletizovani, koji se koriste za ishranu životinja, koji nisu spomenuti niti uključeni na drugom mjestu >>> ostalo",–,0,0,0,0,0,0,0,0
,2309,Preparati koji se koriste za prehranu životinja,,,,,,,,,
,2309 10,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo",,,,,,,,,
,,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode",,,,,,,,,
,,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup",,,,,,,,,
,,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup >>> bez sadržaja skroba ili sa masenim udjelom skroba 10% ili manjim",,,,,,,,,
,2309 10 11 00,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup >>> bez sadržaja skroba ili sa masenim udjelom skroba 10% ili manjim >>> bez sadržaja mliječnih proizvoda ili sa masenim udjelom mliječnih proizvoda manjm od 10%",–,5,0,0,5,0,5,5,5
,2309 10 13 00,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup >>> bez sadržaja skroba ili sa masenim udjelom skroba 10% ili manjim >>> sa masenim udjelom mliječnih proizvoda 10% ili većim ali manjim od 50%",–,5,0,0,5,0,0,5,0
,2309 10 15 00,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup >>> bez sadržaja skroba ili sa masenim udjelom skroba 10% ili manjim >>> sa masenim udjelom mliječnih proizvoda 50% ili većim ali manjim od 75%",–,5,0,0,5,0,0,5,0
,2309 10 19 00,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup >>> bez sadržaja skroba ili sa masenim udjelom skroba 10% ili manjim >>> sa masenim udjelom mliječnih proizvoda 75% ili većim",–,5,0,0,5,0,0,5,0
,,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup >>> sa masenim udjelom skroba većim od 10% ali ne većim od 30%",,,,,,,,,
,2309 10 31 00,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup >>> sa masenim udjelom skroba većim od 10% ali ne većim od 30% >>> bez sadržaja mliječnih proizvoda ili sa masenim udjelom mliječnih proizvoda manjim od 10%",–,5,0,0,5,0,5,5,5
,2309 10 33 00,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup >>> sa masenim udjelom skroba većim od 10% ali ne većim od 30% >>> sa masenim udjelom mliječnih proizvoda 10% ili većim ali manjim od 50%",–,5,0,0,5,0,0,5,0
,2309 10 39 00,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup >>> sa masenim udjelom skroba većim od 10% ali ne većim od 30% >>> sa masenim udjelom mliječnih proizvoda 50% ili većim",–,5,0,0,5,0,0,5,0
,,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup >>> sa masenim udjelom skroba većim od 30%",,,,,,,,,
,2309 10 51 00,"Preparati koji se koriste za prehranu životinja >>> hrana za pse i mačke, pripremljena u pakovanja za prodaju na malo >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup iz podbrojeva 1702 30 51 00 do 1702 30 99 00, 1702 40 90 00, 1702 90 50 00 i 2106 90 55 00 ili mliječne proizvode >>> koja sadrži skrob, glukozu, glukozni sirup, maltodekstrin ili maltodekstrinski sirup >>> sa masenim udjelom skroba većim od 30% >>> bez sadržaja mliječnih proizvoda ili sa masenim udjelom mliječnih proizvoda manjim od 10%",–,5,0,0,5,0,5,5,5
